id_servicio,id_cliente,id_tiempo,id_ubicacion,id_dispositivo,id_facturacion,id_promocion,id_soporte,id_consumo,duracion_llamada,costo_servicio,tipo_transaccion,ancho_banda,cantidad_datos_consumidos
2,888,16,1,5,47,5,3,3,30.81,86.39,llamada,82.47,845.92
4,864,27,8,3,42,2,4,2,45.45,91.36,TV,31.24,723.75
4,38,21,10,1,32,5,1,3,36.82,35.3,internet,55.67,180.91
4,538,28,4,3,23,1,3,2,15.35,14.61,TV,69.05,61.0
4,1297,30,10,5,17,1,4,5,36.35,82.6,llamada,57.76,801.31
3,1715,25,6,5,30,2,1,4,23.69,49.19,TV,67.74,279.8
3,76,6,9,5,23,5,1,5,15.1,61.59,internet,13.8,695.77
3,1449,27,10,4,44,2,5,1,18.47,75.6,llamada,27.99,535.48
3,39,3,10,1,27,1,4,3,12.9,29.43,TV,23.32,944.39
5,1699,1,10,3,25,2,3,3,36.75,90.29,llamada,43.51,608.74
2,1047,6,1,4,3,2,5,1,32.13,67.19,llamada,38.5,40.16
3,605,28,6,2,44,5,5,5,41.73,75.5,TV,31.28,820.76
2,1591,20,8,3,7,1,2,2,46.14,57.57,llamada,79.82,726.37
2,712,13,1,3,46,4,5,3,49.28,88.16,TV,95.22,743.31
4,663,28,5,5,29,1,4,3,41.55,31.5,TV,74.31,291.48
3,285,13,9,4,18,2,2,5,3.71,58.77,TV,84.58,908.65
2,183,2,5,3,49,5,3,2,57.79,75.81,internet,82.15,413.84
2,1061,23,8,3,6,2,2,1,21.36,19.46,llamada,78.97,746.09
2,635,13,2,3,41,1,4,3,31.16,97.96,internet,33.25,950.24
1,1082,27,10,1,50,4,3,2,11.62,86.58,TV,54.02,17.34
1,1617,10,9,4,48,4,1,5,31.97,23.15,internet,65.28,865.06
3,1807,22,6,2,19,2,4,2,3.65,90.03,TV,33.33,847.62
4,1748,8,5,4,2,2,3,5,57.98,59.65,llamada,19.34,34.45
1,1250,23,4,3,38,3,4,2,43.49,21.53,internet,96.43,593.64
5,1796,20,8,1,27,4,2,4,54.52,33.61,llamada,88.52,336.26
4,1700,12,10,5,43,3,2,3,45.16,23.84,internet,55.96,906.31
4,1338,19,6,5,21,5,1,2,34.15,42.88,llamada,7.08,182.99
4,900,10,8,4,47,2,4,1,31.73,72.36,llamada,79.85,547.88
2,549,20,7,1,30,3,1,5,56.23,24.91,internet,76.41,940.67
2,381,22,9,3,2,2,1,4,20.62,50.32,TV,19.8,87.56
1,1213,1,3,1,4,3,4,1,52.19,80.55,llamada,10.25,940.53
2,127,14,5,4,12,1,2,4,31.35,24.63,TV,42.57,677.03
3,86,19,7,5,9,2,2,2,6.16,73.41,llamada,58.31,164.48
3,467,20,7,4,6,4,4,1,41.99,52.45,llamada,65.74,158.03
3,589,29,2,5,25,5,4,4,53.05,19.9,llamada,57.57,966.83
3,882,7,1,1,30,1,3,3,58.75,15.34,TV,53.23,778.42
5,169,26,5,3,22,5,3,2,14.88,48.66,llamada,86.83,270.1
3,1278,7,2,3,6,1,1,5,49.41,72.39,TV,67.63,402.76
3,608,13,9,1,41,1,1,3,51.56,62.18,TV,53.45,939.04
1,448,27,4,2,48,2,1,4,47.16,42.39,llamada,17.41,689.95
5,1433,19,7,3,27,3,4,3,55.21,99.4,llamada,8.83,851.79
5,450,26,1,1,49,1,1,3,6.5,19.08,TV,42.55,623.76
5,1352,3,7,3,50,4,3,1,59.09,77.82,TV,92.15,445.76
2,883,29,1,4,50,1,2,2,8.47,23.57,llamada,69.88,680.78
1,464,14,3,2,29,3,4,5,28.63,67.14,internet,95.75,789.78
3,1543,1,7,1,28,3,4,1,54.5,20.01,TV,85.38,388.62
2,1292,1,6,5,34,1,1,1,30.15,62.69,internet,34.23,724.61
4,1241,25,2,2,26,5,4,5,41.08,70.58,llamada,65.48,555.81
3,1692,9,10,4,38,4,2,3,1.22,16.75,internet,26.34,14.84
3,1025,13,2,4,2,3,4,4,4.69,65.44,llamada,45.24,928.47
2,877,23,1,3,8,3,3,5,30.77,61.16,llamada,71.74,231.2
3,446,30,5,1,45,1,2,3,53.61,34.48,internet,12.18,953.96
3,1477,25,7,1,41,5,2,5,37.28,44.99,TV,99.39,946.7
5,1206,7,7,3,18,1,5,3,43.48,75.26,llamada,97.52,171.68
5,886,18,9,1,37,2,5,4,28.0,25.02,internet,39.71,743.95
3,1508,18,8,4,15,4,4,3,45.34,40.63,internet,71.84,387.05
2,210,5,8,4,45,4,4,4,40.91,32.0,llamada,97.88,898.45
1,1431,10,3,3,17,3,1,2,55.81,68.83,llamada,38.39,327.06
5,1308,30,9,3,48,5,1,5,28.02,97.17,internet,18.13,151.76
1,360,29,7,3,11,3,5,2,16.23,34.52,TV,19.02,518.04
5,1145,22,10,4,32,4,3,2,5.74,42.03,internet,6.25,212.63
1,27,23,6,4,41,1,2,1,29.98,69.32,TV,90.68,95.02
4,572,19,8,3,30,5,4,3,34.32,70.47,llamada,36.31,651.49
2,1188,30,7,4,48,1,5,1,57.02,84.88,internet,67.09,565.67
1,1285,18,6,5,8,4,4,5,5.6,28.53,internet,23.42,933.98
2,1075,21,8,3,50,5,5,2,44.69,67.1,llamada,66.79,716.85
3,1593,28,9,2,2,2,4,3,25.16,26.73,TV,94.34,560.87
1,315,11,5,5,7,5,1,2,47.14,43.4,llamada,45.77,500.67
3,406,15,4,2,17,3,2,2,53.5,41.04,llamada,15.47,582.32
4,799,20,6,2,6,3,5,5,42.93,22.07,TV,90.82,567.0
3,1902,10,5,3,33,3,5,4,15.49,30.65,internet,94.86,967.18
4,157,2,3,5,25,4,2,4,43.11,63.24,llamada,38.71,140.16
2,139,29,9,4,18,5,3,1,31.14,21.66,llamada,91.92,122.19
1,1954,29,10,3,33,2,4,5,33.7,88.88,TV,45.53,157.92
3,1920,4,2,1,5,1,5,2,43.29,17.15,internet,17.32,600.91
1,223,8,4,1,2,1,1,1,30.7,79.16,internet,46.89,955.78
3,1629,16,8,1,42,4,5,4,23.74,59.14,internet,89.4,345.85
3,984,22,8,4,40,5,2,4,23.06,12.85,TV,26.29,308.35
4,1471,28,6,5,6,4,3,2,30.88,55.81,llamada,67.82,607.98
1,1642,14,6,3,19,4,4,4,11.82,88.3,TV,21.39,910.61
4,1863,11,4,1,7,2,2,3,31.27,84.36,TV,61.58,190.96
4,818,23,7,5,35,1,2,4,16.97,40.48,internet,87.72,648.91
3,178,13,10,2,32,1,1,5,26.37,75.83,TV,19.69,587.2
1,757,21,9,1,47,1,5,1,46.55,42.53,TV,79.5,929.46
5,1785,26,3,5,18,4,2,5,7.17,49.72,internet,35.51,129.15
5,1748,29,7,1,39,3,1,3,59.31,49.37,llamada,92.77,671.87
2,1012,5,3,3,46,4,5,5,55.38,97.27,internet,10.82,452.23
4,1244,11,2,3,45,1,1,4,39.17,7.61,llamada,63.08,337.4
3,1005,19,6,2,35,1,5,2,58.69,55.46,internet,34.28,764.63
4,321,1,9,1,14,1,5,1,51.4,69.62,internet,78.63,934.13
2,621,28,3,5,41,2,2,1,9.82,51.18,llamada,95.21,488.07
1,1471,29,7,4,2,3,3,4,31.9,98.24,TV,50.63,378.02
5,1696,28,3,5,43,4,5,1,39.29,52.76,llamada,50.31,467.3
1,722,22,4,3,37,2,2,4,21.23,31.39,llamada,27.88,744.54
2,262,29,9,3,47,1,3,3,53.91,68.53,internet,79.78,346.78
2,1154,15,4,2,22,3,2,1,20.62,72.78,TV,66.25,182.62
1,1114,22,6,5,1,5,3,5,11.88,54.53,internet,79.02,826.67
2,660,9,2,2,5,2,3,5,1.16,78.34,internet,68.67,768.76
5,1405,16,8,2,32,5,3,4,55.63,68.3,internet,56.07,322.46
1,1834,28,7,1,47,5,4,4,32.39,44.72,internet,27.21,957.58
3,1256,29,3,2,33,4,1,3,41.66,97.98,TV,19.05,615.54
3,602,4,2,2,48,4,4,4,46.43,99.96,TV,77.12,436.56
5,590,29,6,3,21,5,3,3,45.6,63.91,llamada,25.36,17.5
1,674,14,7,4,26,4,2,3,12.93,83.26,TV,26.71,718.19
3,1379,26,8,3,29,3,4,4,33.42,8.06,internet,41.1,124.0
2,1763,17,6,5,27,3,3,1,48.19,25.0,TV,11.7,951.34
5,1102,18,10,5,29,3,5,3,22.81,59.94,internet,1.79,81.48
1,388,7,3,5,10,1,1,3,4.18,9.91,TV,55.15,118.5
1,1768,19,7,3,42,4,1,1,50.58,81.05,TV,15.16,570.9
5,397,28,6,4,15,5,2,2,31.18,74.93,internet,71.93,189.47
2,508,27,9,5,49,5,5,3,14.65,69.51,internet,88.32,725.28
3,1961,27,5,2,44,2,4,3,1.62,71.34,internet,16.14,304.99
1,1981,8,3,5,31,3,5,1,35.4,47.45,internet,59.52,525.27
3,1206,11,1,4,14,4,1,1,7.51,64.69,llamada,79.62,220.0
5,46,20,10,5,46,3,5,2,33.0,29.52,llamada,73.34,441.92
5,240,25,10,4,17,4,5,3,20.81,77.59,internet,47.84,112.51
3,515,16,5,3,5,4,5,1,57.04,24.78,internet,28.0,459.2
1,1215,24,7,4,5,3,4,2,57.72,13.98,internet,60.95,655.17
3,783,22,8,4,2,4,5,3,1.91,34.59,internet,2.05,856.32
5,88,21,6,3,39,1,4,4,36.33,21.71,TV,65.84,349.33
4,1211,26,4,4,47,4,4,1,41.77,52.59,internet,47.55,193.02
5,809,3,2,2,38,2,3,5,49.11,66.77,internet,57.32,280.58
5,662,1,7,1,23,3,4,5,15.04,70.13,llamada,74.45,17.06
5,451,18,10,3,47,5,2,1,7.33,12.89,TV,21.68,643.79
2,1375,9,5,4,27,2,2,4,32.76,92.76,internet,35.04,577.56
3,1420,18,7,5,26,4,1,3,45.04,62.59,TV,8.89,63.2
5,446,27,7,5,40,4,3,4,53.74,72.2,internet,47.93,304.55
5,154,3,9,1,19,2,1,1,49.36,24.44,TV,43.19,719.27
2,1326,2,8,3,9,4,2,4,27.68,76.56,internet,59.08,597.3
4,403,8,3,1,21,4,1,3,57.25,60.81,TV,79.3,741.63
3,959,2,3,3,43,1,2,2,48.06,15.77,internet,60.51,480.19
4,933,26,9,4,33,1,3,5,36.68,36.7,llamada,32.79,367.92
5,1202,1,6,2,17,5,5,1,42.96,5.59,llamada,68.31,880.8
3,1982,4,2,3,9,2,4,2,31.63,15.22,internet,3.98,694.92
4,1236,12,8,3,2,1,3,1,36.09,58.37,llamada,56.52,725.5
5,1592,3,4,4,37,1,2,3,29.74,33.56,internet,23.85,470.06
4,1411,22,9,1,36,2,2,1,34.37,49.55,TV,95.39,934.56
2,1393,23,2,1,49,3,1,3,54.95,14.69,TV,40.93,340.54
5,1033,27,2,1,16,4,4,2,39.99,26.39,TV,33.01,832.91
3,1888,10,9,3,41,5,5,5,50.01,81.37,llamada,31.17,185.62
2,152,13,3,2,11,5,4,5,59.76,7.23,internet,61.17,864.18
5,125,3,4,1,17,2,4,3,36.0,26.19,TV,2.3,283.53
2,1422,13,8,4,26,1,1,3,53.45,26.36,internet,13.72,650.91
5,1275,1,10,1,10,4,3,2,45.49,8.85,internet,67.17,319.51
5,452,30,9,2,18,3,5,3,36.71,31.05,internet,54.12,992.02
1,1923,27,9,2,32,3,4,1,21.09,21.07,TV,38.29,976.34
3,1860,12,3,4,24,5,4,3,23.4,61.74,internet,19.14,708.15
5,555,30,2,1,30,3,5,2,54.22,25.61,llamada,8.73,843.63
2,638,6,8,2,22,2,3,4,47.3,51.34,internet,79.68,174.09
5,359,22,4,1,25,2,4,5,58.01,78.36,TV,63.01,376.88
3,1056,19,5,4,47,2,1,5,59.17,70.43,llamada,33.91,429.6
5,1206,26,5,5,7,2,5,5,55.47,81.7,llamada,72.51,958.37
2,1292,15,1,5,14,4,4,1,31.28,58.81,internet,1.54,615.02
5,503,4,6,2,49,4,5,1,5.53,32.32,llamada,41.66,773.54
3,547,15,1,4,8,2,2,5,11.97,55.41,internet,45.94,494.25
1,174,29,9,2,23,5,4,2,34.74,41.36,llamada,67.37,498.51
1,418,5,4,5,46,2,2,3,38.75,27.49,internet,49.4,53.4
3,1558,17,7,2,19,1,1,3,59.66,97.15,TV,33.81,609.08
2,1121,10,10,1,27,3,5,1,54.58,27.5,TV,53.34,220.34
4,217,29,1,4,44,4,1,5,3.21,83.39,TV,30.43,2.32
3,1302,20,2,1,24,2,1,5,45.51,60.99,TV,35.43,856.74
2,1506,17,1,4,13,3,3,2,16.26,98.19,TV,57.0,70.56
1,1417,27,6,3,26,5,4,4,42.03,62.76,internet,85.33,937.48
1,290,2,8,3,23,1,1,5,5.85,26.86,internet,21.22,40.44
3,701,11,2,4,15,2,5,5,12.46,49.12,TV,32.52,104.72
5,916,4,10,4,45,1,4,2,38.57,5.15,TV,9.88,903.23
1,1830,18,1,4,7,4,3,2,9.06,74.55,llamada,38.36,931.74
2,445,2,9,1,9,5,1,4,37.15,17.83,internet,6.67,65.87
5,1689,25,2,3,38,4,2,5,27.58,34.67,llamada,77.51,52.43
3,92,21,5,4,42,3,1,2,22.41,69.28,internet,14.97,649.74
5,400,25,9,1,33,5,5,1,59.32,87.71,llamada,96.52,951.76
1,712,24,5,3,47,5,3,3,15.97,39.71,llamada,96.59,365.17
3,1347,3,6,5,13,1,3,5,46.76,57.02,llamada,65.77,110.61
1,1301,16,2,5,37,1,4,2,52.55,5.89,llamada,61.56,610.75
5,1606,30,4,3,1,4,1,1,7.17,40.7,llamada,27.57,52.88
1,887,12,2,4,43,3,4,2,54.68,85.21,internet,42.79,142.32
2,856,20,6,3,30,2,5,4,2.06,35.2,llamada,87.66,363.97
5,893,13,3,1,12,2,4,4,5.18,85.62,internet,36.31,940.61
3,666,12,10,4,34,5,1,5,27.59,17.71,llamada,60.25,571.65
5,2,15,3,4,42,3,4,1,18.13,84.37,internet,48.97,388.34
3,1555,14,2,3,29,2,1,4,21.88,16.91,llamada,18.0,269.84
3,381,20,2,1,23,4,2,2,22.62,49.21,llamada,48.86,660.06
5,1500,1,1,4,46,2,3,5,17.18,36.17,llamada,75.81,172.54
2,969,28,2,5,43,1,4,1,9.84,87.79,internet,24.36,892.39
4,1816,10,9,2,48,4,3,3,55.6,26.0,internet,57.48,469.35
1,1275,27,8,3,14,3,5,5,3.95,42.47,TV,63.29,271.37
1,1786,28,8,5,8,2,2,3,6.93,60.32,internet,35.86,857.43
2,768,13,10,3,17,4,3,4,17.48,14.82,llamada,52.65,829.21
2,120,23,6,2,28,1,2,4,11.37,62.81,internet,3.82,584.96
1,440,12,1,2,16,1,2,5,8.98,57.96,llamada,54.26,613.8
1,1718,27,10,3,23,3,4,1,42.66,8.79,internet,26.83,846.94
4,418,3,5,4,27,2,3,3,20.75,86.07,llamada,10.33,712.19
1,1995,11,6,5,37,1,3,5,14.19,68.77,llamada,90.88,410.94
3,136,9,6,2,39,3,1,4,44.0,83.61,internet,23.93,608.13
3,362,29,7,4,42,2,3,3,39.04,35.19,TV,18.68,245.93
1,507,30,4,3,23,2,2,4,33.7,68.74,TV,8.05,620.9
5,562,10,7,4,49,2,2,2,32.95,27.75,internet,5.1,946.3
5,1991,24,7,2,28,2,5,2,24.19,74.73,llamada,15.59,361.15
4,1529,5,8,3,4,2,4,5,56.14,92.74,internet,81.83,982.38
5,187,29,8,1,50,3,5,1,1.06,74.03,llamada,51.39,618.87
1,870,30,10,5,19,5,3,4,36.97,75.98,internet,83.03,61.56
1,448,24,7,2,42,2,1,4,37.65,61.23,TV,79.07,103.58
1,1232,13,2,1,42,5,3,3,47.11,80.85,llamada,60.13,117.43
5,874,29,2,2,38,4,3,2,56.58,74.73,TV,81.36,301.3
2,1418,24,4,4,18,5,4,4,40.92,65.67,TV,80.75,734.85
4,1283,18,4,4,4,5,2,1,48.56,85.6,internet,84.43,119.77
5,1017,27,4,1,7,4,5,2,30.89,15.83,internet,88.5,288.28
2,1539,13,8,4,12,2,3,4,46.02,9.41,internet,88.12,466.28
3,1591,13,8,2,43,2,5,2,43.36,60.77,internet,60.26,344.0
1,313,24,5,2,37,5,3,3,7.79,31.61,TV,35.77,976.67
5,1399,25,4,1,49,1,5,5,17.61,65.83,internet,90.68,721.9
2,1306,2,10,5,27,4,5,5,32.73,92.82,TV,80.36,310.09
1,834,15,7,3,34,2,4,4,11.24,96.35,internet,98.24,718.13
3,1092,6,9,1,1,2,5,3,9.06,49.77,internet,81.78,578.68
5,151,25,7,4,31,4,5,1,16.98,24.52,internet,9.16,223.96
4,1055,4,1,4,47,4,5,3,44.85,48.56,TV,62.49,693.34
5,1391,25,10,2,5,4,4,2,52.73,37.95,TV,40.73,347.91
1,1363,1,7,2,23,5,3,4,41.6,15.27,internet,53.64,840.86
1,1490,4,4,1,9,5,5,4,36.85,43.76,TV,27.95,436.61
2,949,8,3,4,40,5,2,1,17.99,44.65,TV,21.95,181.7
5,121,18,4,1,5,4,4,3,29.05,60.78,internet,47.58,964.5
1,774,22,8,4,47,5,4,4,31.04,31.7,llamada,37.99,362.4
3,521,13,7,5,22,4,5,5,32.24,92.04,internet,23.32,169.88
4,1825,21,1,5,1,5,4,1,44.95,85.55,internet,73.6,196.11
3,59,9,3,5,30,5,3,5,16.99,18.41,internet,82.53,120.31
5,986,17,1,4,23,4,5,2,25.92,19.47,TV,64.56,402.64
2,510,27,2,5,25,4,1,5,3.3,45.96,llamada,70.16,12.04
1,172,15,8,3,17,2,1,1,14.45,73.88,TV,53.57,292.16
4,756,7,3,4,12,3,5,1,31.3,85.2,internet,77.71,876.51
2,52,8,4,2,41,1,4,1,56.19,58.24,llamada,64.47,902.68
4,1452,3,9,1,33,4,4,4,44.47,20.23,internet,45.03,396.39
4,123,8,6,2,26,5,1,1,17.68,97.0,TV,60.28,971.02
1,1457,27,5,2,7,2,4,1,20.91,85.13,TV,91.7,480.4
4,311,3,4,5,29,4,1,4,28.8,67.4,TV,86.66,78.79
4,825,11,10,5,26,5,1,4,28.59,74.85,TV,32.94,115.15
1,1022,23,3,3,8,5,3,2,13.94,60.28,TV,83.28,855.81
5,405,26,9,5,2,5,1,1,30.86,98.41,llamada,26.09,899.46
4,1698,2,1,5,27,2,5,2,4.69,23.41,internet,26.5,652.25
4,661,17,10,4,27,3,3,2,1.66,89.58,llamada,29.46,761.43
5,1202,1,2,4,34,1,3,3,42.52,20.34,TV,21.09,348.72
2,1842,21,1,2,14,1,1,3,12.83,52.85,llamada,85.36,728.23
3,1658,15,6,2,37,3,5,4,56.12,94.59,TV,31.57,21.07
2,893,10,6,2,22,5,5,5,36.74,55.89,TV,74.89,320.58
4,499,28,6,3,40,5,1,3,15.8,91.28,internet,69.23,481.32
3,1615,16,4,3,21,5,4,4,53.46,43.54,TV,9.3,750.86
5,1114,23,6,1,49,1,1,4,30.04,49.51,TV,16.67,713.59
2,956,30,7,3,31,3,5,2,11.87,85.16,internet,36.35,13.72
5,765,12,3,2,36,3,2,5,22.9,20.66,TV,76.02,498.68
2,522,21,5,2,48,3,5,4,58.97,45.45,internet,75.58,49.9
2,269,22,1,2,43,5,1,2,13.66,94.37,TV,13.49,118.41
2,596,9,5,2,8,2,5,3,28.11,53.37,internet,14.16,904.89
1,1995,7,6,1,41,3,1,2,36.47,84.22,internet,18.51,609.49
1,1524,5,5,1,44,3,5,5,53.82,64.03,llamada,8.78,408.77
1,567,4,9,3,48,3,3,3,50.77,50.56,internet,70.37,166.77
3,229,6,3,4,6,4,5,4,56.3,7.53,llamada,67.38,197.71
1,387,2,6,2,22,2,3,5,8.05,52.06,internet,22.93,953.77
1,546,24,5,3,14,4,4,1,11.48,40.22,llamada,11.69,152.47
3,1757,24,6,2,16,3,3,2,16.89,13.87,internet,66.59,260.91
1,1560,4,3,4,44,5,2,5,49.98,25.33,llamada,11.67,159.81
1,1064,18,1,4,4,1,5,2,38.73,9.64,llamada,48.19,298.27
4,1564,20,7,4,48,5,4,4,38.1,93.85,internet,48.73,105.3
4,837,20,8,4,37,2,2,2,9.76,31.96,TV,84.57,610.23
3,713,9,4,4,12,2,5,5,22.3,36.97,internet,71.39,236.6
4,1627,8,10,2,44,3,2,5,52.75,74.11,llamada,92.64,533.86
3,1544,14,5,3,6,2,2,3,7.06,34.66,llamada,65.21,318.82
1,1929,7,3,5,38,3,3,5,25.43,34.7,llamada,17.08,547.53
4,362,6,6,3,7,1,4,1,14.0,90.15,llamada,46.8,613.59
5,446,17,3,1,4,2,2,3,26.51,61.26,llamada,1.42,27.92
3,1336,29,2,2,27,5,5,4,59.44,66.95,TV,86.62,562.83
3,958,8,1,5,33,3,1,2,24.11,95.58,internet,15.26,228.84
5,777,5,4,4,43,4,3,2,44.56,54.48,TV,50.3,959.07
2,909,15,7,3,49,2,2,4,34.17,29.15,TV,38.54,368.83
3,1524,3,1,2,1,3,1,5,8.24,80.82,llamada,79.29,662.49
1,683,24,1,1,1,5,3,4,50.12,91.3,TV,10.96,145.46
1,1650,18,2,1,13,4,2,5,30.55,38.78,llamada,36.62,663.08
1,28,28,5,5,13,5,2,5,12.33,78.17,TV,53.43,833.62
1,1559,22,8,4,21,2,2,2,19.15,59.84,llamada,64.37,302.07
1,1169,10,9,3,49,2,4,4,38.91,11.86,TV,74.44,199.49
5,1938,20,4,4,7,2,2,4,44.68,43.89,TV,31.35,248.26
2,1512,24,6,4,27,1,3,4,46.76,19.61,internet,20.34,707.69
1,1941,15,6,1,44,3,5,1,38.43,33.11,internet,63.46,484.75
3,494,25,7,5,21,5,3,5,22.55,28.02,llamada,89.67,180.15
4,898,28,4,2,37,2,2,5,19.67,51.17,llamada,15.09,417.13
2,1241,10,2,2,21,2,5,2,25.39,73.98,TV,84.53,235.98
4,659,29,5,4,17,1,4,5,30.31,75.12,internet,64.52,591.34
2,799,30,1,2,45,2,5,2,9.09,40.47,internet,33.46,938.63
1,597,12,3,1,17,1,2,5,2.38,89.48,llamada,93.98,6.29
2,1879,21,2,4,23,3,1,5,22.95,72.4,llamada,24.82,378.18
5,363,14,8,2,18,5,1,2,45.75,95.57,llamada,33.81,729.21
3,99,14,8,3,26,5,3,5,43.97,32.96,TV,45.36,70.76
2,1157,30,9,2,1,2,4,5,17.18,36.63,internet,26.3,756.19
5,877,13,7,3,1,4,5,5,50.81,31.82,TV,91.63,72.07
3,664,15,8,4,28,2,2,1,14.79,78.55,internet,91.91,96.36
4,1771,5,8,5,18,4,2,4,43.36,72.16,TV,58.11,148.89
1,990,7,8,2,30,4,3,5,34.19,33.57,llamada,91.97,372.36
4,796,22,1,5,26,5,2,5,42.54,62.76,llamada,76.5,1.79
5,1009,13,2,1,28,1,5,5,50.62,42.12,llamada,25.7,50.33
3,1418,25,7,3,34,5,3,5,12.63,41.12,internet,2.69,726.16
3,402,17,6,4,6,5,3,3,32.49,24.97,TV,66.39,702.27
5,1324,8,4,4,2,2,1,2,32.62,37.13,internet,36.39,231.92
1,1535,10,2,4,44,5,5,1,26.61,11.94,TV,91.19,744.96
5,1709,18,7,1,27,5,2,2,29.08,91.38,TV,11.89,70.61
2,23,11,4,3,29,3,1,3,37.81,7.11,llamada,99.76,449.87
4,1890,21,3,4,47,3,1,3,55.49,25.83,llamada,10.3,350.78
5,1458,26,3,1,8,4,1,4,7.42,38.87,llamada,31.16,516.38
5,938,18,5,5,14,2,1,1,12.44,84.11,TV,53.74,700.23
4,1546,26,1,5,12,4,3,3,3.38,31.04,TV,19.53,424.64
3,1748,1,7,2,26,5,4,5,48.73,55.73,internet,39.5,90.81
4,329,26,3,2,5,2,2,3,16.39,70.25,internet,78.05,34.53
4,893,7,7,1,39,3,5,1,51.03,30.02,internet,15.06,831.76
4,546,13,8,3,44,5,1,2,36.81,52.59,TV,13.12,140.64
5,480,18,7,4,46,4,4,2,6.71,64.29,internet,70.01,985.1
2,1081,20,8,2,44,4,2,1,33.0,92.11,llamada,84.15,708.33
1,1810,13,10,2,39,3,2,5,38.77,97.04,llamada,35.91,100.44
3,294,14,10,1,5,2,5,5,50.77,96.17,internet,89.0,268.65
5,1742,28,9,4,40,5,4,5,40.71,5.04,internet,94.36,407.05
3,902,30,10,1,28,1,1,1,58.03,95.88,internet,26.02,447.91
2,1703,28,9,3,49,4,1,2,47.09,19.84,TV,2.08,557.66
2,707,3,3,4,34,4,1,5,36.14,39.08,internet,96.27,269.62
4,1380,26,7,4,23,4,4,2,19.96,66.64,TV,46.2,607.25
4,467,19,9,3,18,3,3,2,46.27,66.15,llamada,51.26,443.91
3,1303,19,8,3,48,4,4,4,58.81,11.06,TV,5.69,474.68
3,1298,25,8,4,12,1,4,2,31.52,40.73,internet,77.49,117.87
5,534,3,4,2,30,5,4,5,16.74,22.09,TV,74.97,952.86
5,50,2,3,1,32,1,5,1,3.73,11.84,internet,57.21,124.59
4,1646,11,1,2,11,5,1,2,6.25,23.14,internet,83.47,11.26
4,1240,6,6,2,12,1,1,3,58.64,9.22,internet,32.06,392.22
3,1325,17,6,1,3,3,4,5,44.19,58.64,TV,60.92,396.79
5,1798,8,8,3,48,3,1,4,46.94,31.92,internet,51.96,622.58
5,481,22,3,1,2,5,5,1,20.62,93.24,TV,54.15,742.71
3,636,28,10,5,18,2,4,1,26.77,73.06,internet,98.18,349.77
4,541,6,6,2,17,2,5,1,24.62,15.25,llamada,13.74,531.6
3,1695,10,7,3,43,5,1,5,25.25,60.15,internet,35.77,236.59
3,1607,22,2,1,44,4,1,3,36.23,49.48,internet,65.18,570.32
4,122,12,5,5,19,2,5,3,4.85,75.83,llamada,89.79,102.48
1,1231,17,10,3,7,2,1,1,32.73,9.83,TV,68.2,696.1
2,1991,27,10,2,14,5,1,1,34.16,12.34,llamada,95.9,553.09
3,520,10,8,1,21,3,5,1,46.77,19.26,TV,26.24,577.37
4,1776,3,6,4,35,4,4,5,33.17,37.82,internet,50.72,726.4
4,1530,26,8,2,9,3,2,5,40.37,33.48,TV,40.26,97.39
3,604,3,1,2,24,2,5,4,59.57,35.82,TV,83.74,11.04
5,849,2,10,5,26,1,5,3,29.8,54.11,internet,26.67,44.33
5,1051,25,3,5,32,5,3,5,45.37,28.97,TV,16.56,386.33
5,1406,11,5,2,12,1,2,1,26.86,76.14,llamada,93.25,451.08
4,1780,10,8,3,10,4,4,5,32.9,61.9,internet,80.49,196.57
2,1241,3,6,1,36,1,2,2,43.59,67.04,TV,83.33,391.57
2,1916,16,1,2,30,5,2,4,42.18,98.71,llamada,77.45,543.2
3,1273,28,3,3,17,4,5,4,55.25,88.65,llamada,26.61,444.66
3,94,6,1,1,47,4,5,2,6.0,42.79,internet,9.63,35.64
2,1425,13,2,3,9,4,4,3,5.23,29.3,internet,50.49,328.81
4,802,19,7,3,2,2,3,3,55.66,84.58,TV,88.23,833.99
1,1777,6,9,3,33,1,2,4,26.32,43.91,llamada,73.3,255.93
2,1682,23,8,3,27,2,3,3,21.57,38.33,llamada,1.07,310.08
5,1877,16,3,5,45,2,4,3,28.15,99.82,internet,95.32,882.42
2,349,7,7,4,2,5,1,3,17.56,80.97,internet,85.35,613.54
2,332,9,3,4,23,1,3,1,1.89,30.15,TV,70.18,621.28
3,879,27,8,1,1,4,4,1,51.84,74.11,llamada,19.25,95.48
1,931,28,4,3,44,1,5,3,4.94,71.27,TV,16.22,563.66
5,223,12,5,3,48,1,2,3,3.63,34.03,internet,77.21,565.3
3,891,2,3,2,15,5,3,2,58.89,58.56,TV,37.21,900.4
2,913,5,10,1,16,1,4,2,19.3,15.03,llamada,65.4,531.13
3,961,1,10,1,16,5,5,4,22.41,49.3,internet,55.1,35.8
5,1886,28,6,1,11,3,3,3,47.7,71.94,llamada,64.26,312.56
5,171,17,9,5,3,2,3,1,37.58,70.99,internet,81.47,822.26
2,1779,5,2,3,23,2,5,4,21.41,73.94,llamada,88.03,280.01
5,246,10,3,5,2,5,3,2,12.56,35.02,TV,76.95,276.16
3,1767,12,4,4,39,5,1,3,37.69,48.36,llamada,59.15,187.2
